Date,temperature
6/2/2015,18.1
6/3/2015,17.9
6/4/2015,22
6/5/2015,24.5
6/6/2015,16.6
6/7/2015,19.5
6/8/2015,22.8
6/9/2015,23
6/10/2015,27.4
6/11/2015,23.7
6/12/2015,18.6
6/13/2015,22.3
6/14/2015,19
6/15/2015,24.8
6/16/2015,27.2
6/17/2015,20.9
6/18/2015,26.5
6/19/2015,19.8
6/20/2015,22
6/21/2015,28.5
6/22/2015,26.6
6/23/2015,26.7
6/24/2015,24.6
6/25/2015,23
6/26/2015,22.7
6/27/2015,19.6
6/28/2015,15.5
6/29/2015,24.2
6/30/2015,19.3
7/1/2015,24.1
7/2/2015,21.1
7/3/2015,22.8
7/4/2015,24
7/5/2015,26.7
7/6/2015,26.4
7/7/2015,28.1
7/8/2015,21.1
7/9/2015,22.5
7/10/2015,25.8
7/11/2015,28
7/12/2015,28.1
7/13/2015,28.1
7/14/2015,25.3
7/15/2015,22.1
7/16/2015,22.6
7/17/2015,20.7
7/18/2015,29.1
7/19/2015,30.3
7/20/2015,28.4
7/21/2015,26.7
7/22/2015,25.7
7/23/2015,26.8
7/24/2015,28.1
7/25/2015,29
7/26/2015,29.6
7/27/2015,31.4
7/28/2015,31.8
7/29/2015,32.2
7/30/2015,30.8
7/31/2015,30.9
8/1/2015,27.7
8/2/2015,
8/3/2015,27.3
8/4/2015,25.9
8/5/2015,23.8
8/6/2015,23.6
8/7/2015,24.1
8/8/2015,23.1
8/9/2015,24.3
8/10/2015,22.9
8/11/2015,26.2
8/12/2015,23.5
8/13/2015,25.2
8/14/2015,24.8
8/15/2015,28.1
8/16/2015,30.1
8/17/2015,31.6
8/18/2015,26.4
8/19/2015,29.1
8/20/2015,25.9
8/21/2015,23
8/22/2015,23.8
8/23/2015,24.4
8/24/2015,23.8
8/25/2015,20.5
8/26/2015,20.7
8/27/2015,20.1
8/28/2015,23.4
8/29/2015,25.1
8/30/2015,25.9
8/31/2015,30
9/1/2015,28.6
9/2/2015,31.5
9/3/2015,29.3
9/4/2015,26.9
9/5/2015,29.9
9/6/2015,30.2
9/7/2015,32.8
9/8/2015,29.3
9/9/2015,25.1
9/10/2015,23.5
9/11/2015,23.6
9/12/2015,16.4
9/13/2015,15.7
9/14/2015,23.7
