Date      FYGM3     FYGM6     FYGT1     FYGT3     FYGT5    FYGT10         
2011M01      0.15      0.18      0.27      1.03      1.99      3.39         
2011M02      0.13      0.17      0.29      1.28      2.26      3.58         
2011M03       0.1      0.16      0.26      1.17      2.11      3.41         
2011M04      0.06      0.12      0.25      1.21      2.17      3.46         
2011M05      0.04      0.09      0.19      0.94      1.84      3.17         
2011M06      0.04       0.1      0.18      0.71      1.58         3         
2011M07      0.04      0.08      0.19      0.68      1.54         3         
2011M08      0.02      0.06      0.11      0.38      1.02       2.3         
2011M09      0.01      0.04       0.1      0.35       0.9      1.98         
2011M10      0.02      0.05      0.11      0.47      1.06      2.15         
2011M11      0.01      0.05      0.11      0.39      0.91      2.01         
2011M12      0.01      0.05      0.12      0.39      0.89      1.98         
2012M01      0.03      0.07      0.12      0.36      0.84      1.97         
2012M02      0.09      0.12      0.16      0.38      0.83      1.97         
2012M03      0.08      0.14      0.19      0.51      1.02      2.17         
2012M04      0.08      0.14      0.18      0.43      0.89      2.05         
2012M05      0.09      0.15      0.19      0.39      0.76       1.8         
2012M06      0.09      0.15      0.19      0.39      0.71      1.62         
2012M07       0.1      0.15      0.19      0.33      0.62      1.53         
2012M08       0.1      0.14      0.18      0.37      0.71      1.68         
2012M09      0.11      0.14      0.18      0.34      0.67      1.72         
2012M10       0.1      0.15      0.18      0.37      0.71      1.75         
2012M11      0.09      0.14      0.18      0.36      0.67      1.65         
2012M12      0.07      0.12      0.16      0.35       0.7      1.72         
2013M01      0.07      0.11      0.15      0.39      0.81      1.91         
2013M02       0.1      0.12      0.16       0.4      0.85      1.98         
2013M03      0.09      0.11      0.15      0.39      0.82      1.96         
2013M04      0.06      0.09      0.12      0.34      0.71      1.76         
2013M05      0.04      0.08      0.12       0.4      0.84      1.93         
2013M06      0.05      0.09      0.14      0.58       1.2       2.3         
2013M07      0.04      0.07      0.12      0.64       1.4      2.58         
2013M08      0.04      0.07      0.13       0.7      1.52      2.74         
2013M09      0.02      0.04      0.12      0.78       1.6      2.81         
2013M10      0.05      0.08      0.12      0.63      1.37      2.62         
2013M11      0.07       0.1      0.12      0.58      1.37      2.72         
2013M12      0.07       0.1      0.13      0.69      1.58       2.9         
2014M01      0.04      0.07      0.12      0.78      1.65      2.86         
2014M02      0.05      0.08      0.12      0.69      1.52      2.71         
2014M03      0.05      0.08      0.13      0.82      1.64      2.72         
2014M04      0.03      0.05      0.11      0.88       1.7      2.71         
2014M05      0.03      0.05       0.1      0.83      1.59      2.56         
2014M06      0.04      0.06       0.1       0.9      1.68       2.6         
2014M07      0.03      0.06      0.11      0.97       1.7      2.54         
2014M08      0.03      0.05      0.11      0.93      1.63      2.42         
2014M09      0.02      0.04      0.11      1.05      1.77      2.53         
2014M10      0.02      0.05       0.1      0.88      1.55       2.3         
2014M11      0.02      0.07      0.13      0.96      1.62      2.33         
2014M12      0.03      0.11      0.21      1.06      1.64      2.21         
2015M01      0.03      0.08       0.2       0.9      1.37      1.88         
2015M02      0.02      0.07      0.22      0.99      1.47      1.98         
2015M03      0.03      0.11      0.25      1.02      1.52      2.04         
2015M04      0.02      0.09      0.23      0.87      1.35      1.94         
2015M05      0.02      0.08      0.24      0.98      1.54       2.2         
2015M06      0.02      0.09      0.28      1.07      1.68      2.36         
2015M07      0.03      0.12       0.3      1.03      1.63      2.32         
2015M08      0.07      0.22      0.38      1.03      1.54      2.17         
